id,title,url,date_iso,year,abstract,source,doi,notes
889,Exploratory Tool for Radiation Exposure from Spaceflight: Rad-Bio-App,https://valleyinternational.net/index.php/ijmsci/article/view/3787,1/9/2023,2023,"Spaceflight concurrently subjects biology to a variety of different stressors in addition to microgravity. For instance, ionising radiation conditions that organisms encounter in space differ significantly from those they typically encounter on Earth in terms of both quality and quantity. However, accessing and comprehending data on radiation exposure during space missions is sometimes difficult, which hinders research into how radiation affects organisms in the particular context of spaceflight. We created the Rad-Bio-App to aid with this problem. The user may examine these experiments both in terms of their radiation exposure and via their other metadata and outcomes using this web-accessible database, which imports radiation metadata from experiments preserved in NASA's GeneLab data repository. In order to help radiation biologists and non-specialist researchers view and comprehend the effects of ionising radiation on diverse biological systems in the context of spaceflight, Rad-Bio-App offers an intuitive, graphically driven environment.",html/json-ld,10.18535/ijmsci/v10i01.03,
890,Exploring outer space biophysical phenomena via SpaceLID,https://www.nature.com/articles/s41598-023-44729-9,10/13/2023,2023,"Extensive investigations in outer space have revealed not only how life adapts to the space environment, but also that interesting biophysical phenomena occur. These phenomena affect human health and other life forms (animals, plants, bacteria, and fungi), and to ensure the safety of future human space exploration need to be further investigated. This calls for joint research efforts between biologists and physicists, as these phenomena present cross-disciplinary barriers. Various national organizations provide useful forums for bridging this gap. Additional discussion avenues and database resources are helpful for facilitating the interdisciplinary investigations of these phenomena. In this paper, we present the newly established Space Life Investigation Database (SpaceLID, https://bidd.group/spacelid/ ) which provides information about biophysical phenomena occurring in space. Examples obtained using the database are given while discussing the underlying causes of these phenomena and their implications for the physiology and health of life in space.",html/json-ld,10.1038/s41598-023-44729-9,
891,,https://www.liebertpub.com/doi/pdf/10.1089/ast.2022.0044,,,,,,fetch_failed
892,,https://www.mdpi.com/2076-3921/12/3/674,,,,,,fetch_failed
893,,https://www.tandfonline.com/doi/full/10.1080/17429145.2023.2242697,,,,,,fetch_failed
894,Plant Reactome Knowledgebase: empowering plant pathway exploration and OMICS data analysis,https://pubmed.ncbi.nlm.nih.gov/37986220/,1/5/2024,2024,"Plant Reactome (https://plantreactome.gramene.org) is a freely accessible, comprehensive plant pathway knowledgebase. It provides curated reference pathways from rice (Oryza sativa) and gene-orthology-based pathway projections to 129 additional species, spanning single-cell photoautotrophs, non-vascular plants, and higher plants, thus encompassing a wide-ranging taxonomic diversity. Currently, Plant Reactome houses a collection of 339 reference pathways, covering metabolic and transport pathways, hormone signaling, genetic regulations of developmental processes, and intricate transcriptional networks that orchestrate a plant's response to abiotic and biotic stimuli. Beyond being a mere repository, Plant Reactome serves as a dynamic data discovery platform. Users can analyze and visualize omics data, such as gene expression, gene-gene interaction, proteome, and metabolome data, all within the rich context of plant pathways. Plant Reactome is dedicated to fostering data interoperability, upholding global data standards, and embracing the tenets of the Findable, Accessible, Interoperable and Re-usable (FAIR) data policy.",html/json-ld,10.1093/nar/gkad1052,
895,,https://www.faa.gov/sites/faa.gov/files/GEN_21001B_diffExp_TechReport.pdf,,,,,,fetch_failed
896,,https://www.mdpi.com/2073-4409/12/20/2470,,,,,,fetch_failed
897,,https://three.jsc.nasa.gov/articles/Sankofa 022522.pdf,4/25/2022,2022,,http_last_modified,,
898,Alternative splicing diversifies the skeletal muscle transcriptome during prolonged spaceflight,https://skeletalmusclejournal.biomedcentral.com/articles/10.1186/s13395-022-00294-9,5/31/2022,2022,"As the interest in manned spaceflight increases, so does the requirement to understand the transcriptomic mechanisms that underlay the detrimental physiological adaptations of skeletal muscle to microgravity. While microgravity-induced differential gene expression (DGE) has been extensively investigated, the contribution of differential alternative splicing (DAS) to the plasticity and functional status of the skeletal muscle transcriptome has not been studied in an animal model. Therefore, by evaluating both DGE and DAS across spaceflight, we set out to provide the first comprehensive characterization of the transcriptomic landscape of skeletal muscle during exposure to microgravity. RNA-sequencing, immunohistochemistry, and morphological analyses were conducted utilizing total RNA and tissue sections isolated from the gastrocnemius and quadriceps muscles of 30-week-old female BALB/c mice exposed to microgravity or ground control conditions for 9 weeks. In response to microgravity, the skeletal muscle transcriptome was remodeled via both DGE and DAS. Importantly, while DGE showed variable gene network enrichment, DAS was enriched in structural and functional gene networks of skeletal muscle, resulting in the expression of alternatively spliced transcript isoforms that have been associated with the physiological changes to skeletal muscle in microgravity, including muscle atrophy and altered fiber type function. Finally, RNA-binding proteins, which are required for regulation of pre-mRNA splicing, were themselves differentially spliced but not differentially expressed, an upstream event that is speculated to account for the downstream splicing changes identified in target skeletal muscle genes. Our work serves as the first investigation of coordinate changes in DGE and DAS in large limb muscles across spaceflight. It opens up a new opportunity to understand (i) the molecular mechanisms by which splice variants of skeletal muscle genes regulate the physiological adaptations of skeletal muscle to microgravity and (ii) how small molecule splicing regulator therapies might thwart muscle atrophy and alterations to fiber type function during prolonged spaceflight.",html/json-ld,10.1186/s13395-022-00294-9,
